CohortMonth,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
2019-01-01,1.0,0.7751937984496124,0.627906976744186,0.7054263565891473,0.6976744186046512,0.7286821705426356,0.7829457364341085,0.6976744186046512,0.5038759689922481,0.5968992248062015,0.627906976744186,0.6821705426356589,0.6201550387596899,0.6511627906976745,0.6976744186046512,0.6124031007751938,0.6744186046511628,0.6821705426356589,0.7131782945736435,0.6124031007751938,0.5581395348837209,0.5813953488372093,0.5813953488372093,0.6511627906976745,0.5891472868217055,0.5658914728682171,0.5581395348837209,0.5891472868217055,0.6124031007751938,0.6124031007751938,0.6589147286821705,0.6356589147286822,0.5348837209302325,0.5581395348837209,0.5736434108527132,0.6201550387596899,0.6589147286821705,0.6434108527131783,0.6356589147286822,0.6124031007751938,0.6434108527131783,0.627906976744186,0.6356589147286822,0.5968992248062015,0.5348837209302325,0.5426356589147286,0.6046511627906976,0.6201550387596899,0.5968992248062015,0.5658914728682171,0.5271317829457365,0.5813953488372093,0.5813953488372093,0.5891472868217055,0.5348837209302325,0.5891472868217055,0.4883720930232558,0.4883720930232558,0.5426356589147286,0.5271317829457365,0.4806201550387597,0.5813953488372093,0.46511627906976744,0.49612403100775193,0.5348837209302325,0.5426356589147286,0.5581395348837209,0.5503875968992248,0.5193798449612403
2019-02-01,1.0,0.36538461538461536,0.5192307692307693,0.5576923076923077,0.6346153846153846,0.6538461538461539,0.6153846153846154,0.28846153846153844,0.3076923076923077,0.3269230769230769,0.4423076923076923,0.2692307692307692,0.38461538461538464,0.5192307692307693,0.4423076923076923,0.4807692307692308,0.4423076923076923,0.4807692307692308,0.5,0.40384615384615385,0.2692307692307692,0.3269230769230769,0.28846153846153844,0.3076923076923077,0.4423076923076923,0.36538461538461536,0.40384615384615385,0.38461538461538464,0.4807692307692308,0.46153846153846156,0.5,0.17307692307692307,0.3076923076923077,0.3076923076923077,0.34615384615384615,0.28846153846153844,0.34615384615384615,0.46153846153846156,0.4230769230769231,0.40384615384615385,0.4423076923076923,0.4423076923076923,0.4423076923076923,0.34615384615384615,0.36538461538461536,0.21153846153846154,0.28846153846153844,0.19230769230769232,0.3269230769230769,0.3269230769230769,0.40384615384615385,0.4230769230769231,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.25,0.23076923076923078,0.21153846153846154,0.21153846153846154,0.23076923076923078,0.21153846153846154,0.25,0.25,0.28846153846153844,0.3076923076923077,0.34615384615384615,0.34615384615384615,0.28846153846153844,
2019-03-01,1.0,0.6129032258064516,0.6129032258064516,0.7096774193548387,0.7096774193548387,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.0967741935483871,0.2903225806451613,0.16129032258064516,0.22580645161290322,0.5483870967741935,0.5161290322580645,0.5806451612903226,0.6451612903225806,0.5806451612903226,0.6129032258064516,0.3870967741935484,0.3225806451612903,0.25806451612903225,0.2903225806451613,0.12903225806451613,0.2903225806451613,0.5161290322580645,0.5806451612903226,0.5161290322580645,0.5806451612903226,0.6129032258064516,0.5161290322580645,0.45161290322580644,0.2903225806451613,0.25806451612903225,0.22580645161290322,0.3225806451612903,0.2903225806451613,0.4838709677419355,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5161290322580645,0.45161290322580644,0.45161290322580644,0.45161290322580644,0.3225806451612903,0.3548387096774194,0.2903225806451613,0.3225806451612903,0.3225806451612903,0.5161290322580645,0.5161290322580645,0.5483870967741935,0.41935483870967744,0.45161290322580644,0.3870967741935484,0.2903225806451613,0.12903225806451613,0.1935483870967742,0.2903225806451613,0.25806451612903225,0.22580645161290322,0.3225806451612903,0.45161290322580644,0.3870967741935484,0.4838709677419355,0.5161290322580645,0.3548387096774194,,
2019-04-01,1.0,0.5135135135135135,0.5945945945945946,0.5405405405405406,0.5945945945945946,0.16216216216216217,0.21621621621621623,0.21621621621621623,0.16216216216216217,0.13513513513513514,0.21621621621621623,0.3783783783783784,0.35135135135135137,0.3783783783783784,0.40540540540540543,0.5405405405405406,0.4864864864864865,0.2972972972972973,0.21621621621621623,0.1891891891891892,0.08108108108108109,0.08108108108108109,0.13513513513513514,0.24324324324324326,0.32432432432432434,0.43243243243243246,0.4594594594594595,0.40540540540540543,0.32432432432432434,0.21621621621621623,0.13513513513513514,0.10810810810810811,0.10810810810810811,0.13513513513513514,0.13513513513513514,0.35135135135135137,0.43243243243243246,0.40540540540540543,0.3783783783783784,0.35135135135135137,0.3783783783783784,0.2972972972972973,0.21621621621621623,0.16216216216216217,0.16216216216216217,0.10810810810810811,0.1891891891891892,0.16216216216216217,0.21621621621621623,0.2972972972972973,0.32432432432432434,0.24324324324324326,0.2702702702702703,0.2972972972972973,0.16216216216216217,0.13513513513513514,0.10810810810810811,0.05405405405405406,0.16216216216216217,0.24324324324324326,0.21621621621621623,0.2702702702702703,0.24324324324324326,0.35135135135135137,0.35135135135135137,0.24324324324324326,,,
2019-05-01,1.0,0.717948717948718,0.6410256410256411,0.5384615384615384,0.10256410256410256,0.15384615384615385,0.1282051282051282,0.1794871794871795,0.1794871794871795,0.2564102564102564,0.41025641025641024,0.4358974358974359,0.4358974358974359,0.4358974358974359,0.6666666666666666,0.358974358974359,0.20512820512820512,0.28205128205128205,0.23076923076923078,0.2564102564102564,0.20512820512820512,0.23076923076923078,0.3076923076923077,0.41025641025641024,0.48717948717948717,0.41025641025641024,0.5128205128205128,0.4358974358974359,0.20512820512820512,0.1794871794871795,0.23076923076923078,0.28205128205128205,0.23076923076923078,0.23076923076923078,0.2564102564102564,0.3333333333333333,0.5128205128205128,0.48717948717948717,0.5128205128205128,0.41025641025641024,0.1794871794871795,0.23076923076923078,0.15384615384615385,0.1282051282051282,0.1282051282051282,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.4358974358974359,0.28205128205128205,0.48717948717948717,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.1282051282051282,0.15384615384615385,0.15384615384615385,0.1282051282051282,0.1282051282051282,0.20512820512820512,0.2564102564102564,0.358974358974359,0.358974358974359,0.28205128205128205,0.15384615384615385,,,,
2019-06-01,1.0,0.7619047619047619,0.47619047619047616,0.23809523809523808,0.19047619047619047,0.14285714285714285,0.23809523809523808,0.09523809523809523,0.23809523809523808,0.2857142857142857,0.19047619047619047,0.23809523809523808,0.23809523809523808,0.2857142857142857,0.19047619047619047,0.2857142857142857,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.23809523809523808,0.3333333333333333,0.19047619047619047,0.14285714285714285,0.23809523809523808,0.19047619047619047,0.3333333333333333,0.09523809523809523,0.09523809523809523,0.23809523809523808,0.2857142857142857,0.19047619047619047,0.23809523809523808,0.19047619047619047,0.3333333333333333,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.19047619047619047,0.09523809523809523,0.19047619047619047,0.23809523809523808,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.19047619047619047,0.23809523809523808,0.19047619047619047,0.2857142857142857,0.23809523809523808,,,,,
2019-07-01,1.0,0.2,,,,,,,,0.2,,0.6,0.2,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,
2019-09-01,1.0,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,,,,,,,,
2019-10-01,1.0,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,,0.16666666666666666,0.16666666666666666,0.3333333333333333,,,,,,,,,
2019-11-01,1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.5,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.5,0.16666666666666666,,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,,,,,,,,,,
2019-12-01,1.0,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0.25,0.25,0.08333333333333333,0.3333333333333333,0.25,0.4166666666666667,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,0.25,0.25,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.08333333333333333,,0.08333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.25,,,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.25,0.08333333333333333,,,,,,,,,,,
2020-01-01,1.0,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
