,CohortMonth,CohortIndex,bp_id
890,2020-07-01,13,1
891,2020-07-01,15,1
892,2020-07-01,16,1
893,2020-07-01,17,1
894,2020-07-01,18,1
895,2020-07-01,19,1
896,2020-07-01,20,1
897,2020-07-01,21,1
898,2020-07-01,22,1
899,2020-07-01,23,1
900,2020-07-01,24,1
901,2020-07-01,25,1
902,2020-07-01,26,1
903,2020-07-01,27,1
904,2020-07-01,28,1
905,2020-07-01,29,1
906,2020-07-01,30,1
907,2020-07-01,31,1
908,2020-07-01,32,1
909,2020-07-01,33,1
910,2020-07-01,34,1
911,2020-07-01,36,1
912,2020-07-01,37,1
913,2020-07-01,38,1
914,2020-07-01,39,1
915,2020-07-01,40,1
916,2020-07-01,41,1
917,2020-07-01,42,1
918,2020-08-01,1,4
919,2020-08-01,3,2
920,2020-08-01,5,1
921,2020-08-01,6,1
922,2020-08-01,8,1
923,2020-08-01,10,1
924,2020-08-01,12,1
925,2020-08-01,13,1
926,2020-08-01,15,1
927,2020-08-01,16,1
928,2020-08-01,17,1
929,2020-08-01,18,1
930,2020-08-01,19,1
931,2020-08-01,21,1
932,2020-08-01,22,1
933,2020-08-01,24,1
934,2020-08-01,25,1
935,2020-08-01,27,1
936,2020-08-01,36,1
937,2020-08-01,37,1
938,2020-08-01,38,1
939,2020-09-01,1,5
940,2020-09-01,2,1
941,2020-09-01,5,1
942,2020-09-01,6,1
943,2020-09-01,7,1
944,2020-09-01,9,1
945,2020-09-01,11,1
946,2020-09-01,18,1
947,2020-09-01,22,1
948,2020-09-01,23,1
949,2020-09-01,26,1
950,2020-09-01,32,2
951,2020-09-01,33,2
952,2020-09-01,35,1
953,2020-09-01,36,1
954,2020-09-01,41,1
955,2020-09-01,43,1
956,2020-09-01,44,2
957,2020-09-01,47,1
958,2020-09-01,48,1
959,2020-10-01,1,4
960,2020-10-01,2,2
961,2020-10-01,3,1
962,2020-10-01,4,1
963,2020-10-01,5,2
964,2020-10-01,6,1
965,2020-10-01,7,1
966,2020-10-01,8,3
967,2020-10-01,9,2
968,2020-10-01,10,2
969,2020-10-01,11,2
970,2020-10-01,12,3
971,2020-10-01,13,1
972,2020-10-01,14,2
973,2020-10-01,15,1
974,2020-10-01,16,2
975,2020-10-01,17,1
976,2020-10-01,19,1
977,2020-10-01,20,2
978,2020-10-01,21,2
979,2020-10-01,22,1
980,2020-10-01,23,2
981,2020-10-01,24,2
982,2020-10-01,26,2
983,2020-10-01,29,1
984,2020-10-01,36,1
985,2020-10-01,37,1
986,2020-10-01,38,1
987,2020-11-01,1,1
988,2020-11-01,6,1
989,2020-11-01,7,1
990,2020-11-01,16,1
991,2020-11-01,31,1
992,2020-11-01,33,1
993,2020-11-01,34,1
994,2020-11-01,36,1
995,2020-11-01,45,1
996,2020-11-01,46,1
997,2020-12-01,1,10
998,2020-12-01,2,5
999,2020-12-01,3,6
1000,2020-12-01,4,5
1001,2020-12-01,5,7
1002,2020-12-01,6,7
1003,2020-12-01,7,6
1004,2020-12-01,8,8
1005,2020-12-01,9,6
1006,2020-12-01,10,6
1007,2020-12-01,11,5
1008,2020-12-01,12,7
1009,2020-12-01,13,4
1010,2020-12-01,14,3
1011,2020-12-01,15,6
1012,2020-12-01,16,5
1013,2020-12-01,17,8
1014,2020-12-01,18,7
1015,2020-12-01,19,6
1016,2020-12-01,20,8
1017,2020-12-01,21,7
1018,2020-12-01,22,7
1019,2020-12-01,23,7
1020,2020-12-01,24,5
1021,2020-12-01,25,9
1022,2020-12-01,26,8
1023,2020-12-01,27,8
1024,2020-12-01,28,6
1025,2020-12-01,29,6
1026,2020-12-01,30,9
1027,2020-12-01,31,8
1028,2020-12-01,32,7
1029,2020-12-01,33,6
1030,2020-12-01,34,5
1031,2020-12-01,35,3
1032,2020-12-01,36,4
1033,2020-12-01,37,4
1034,2020-12-01,38,5
1035,2020-12-01,39,6
1036,2020-12-01,40,3
1037,2020-12-01,41,4
1038,2020-12-01,42,4
1039,2020-12-01,43,4
1040,2020-12-01,44,4
1041,2020-12-01,45,3
1042,2020-12-01,46,4
1043,2021-01-01,1,4
1044,2021-01-01,3,1
1045,2021-01-01,4,1
1046,2021-01-01,5,1
1047,2021-01-01,6,1
1048,2021-01-01,7,1
1049,2021-01-01,8,1
1050,2021-01-01,9,1
1051,2021-01-01,10,1
1052,2021-01-01,11,1
1053,2021-01-01,12,2
1054,2021-01-01,13,1
1055,2021-01-01,14,2
1056,2021-01-01,15,2
1057,2021-01-01,16,3
1058,2021-01-01,17,3
1059,2021-01-01,18,1
1060,2021-01-01,19,1
1061,2021-01-01,20,1
1062,2021-01-01,21,1
1063,2021-01-01,22,1
1064,2021-01-01,23,2
1065,2021-01-01,24,3
1066,2021-01-01,25,2
1067,2021-01-01,26,1
1068,2021-01-01,27,3
1069,2021-01-01,28,1
1070,2021-01-01,29,1
1071,2021-01-01,30,1
1072,2021-01-01,31,1
1073,2021-01-01,32,2
1074,2021-01-01,33,3
1075,2021-01-01,34,1
1076,2021-01-01,35,2
1077,2021-01-01,36,1
1078,2021-01-01,37,1
1079,2021-01-01,38,2
1080,2021-01-01,39,2
1081,2021-01-01,40,3
1082,2021-01-01,41,1
1083,2021-01-01,42,3
1084,2021-01-01,43,1
1085,2021-01-01,44,2
1086,2021-01-01,45,2
1087,2021-02-01,1,1
1088,2021-02-01,2,1
1089,2021-02-01,3,1
1090,2021-02-01,4,1
1091,2021-02-01,5,1
1092,2021-02-01,6,1
1093,2021-02-01,7,1
1094,2021-02-01,8,1
1095,2021-02-01,9,1
1096,2021-02-01,10,1
1097,2021-02-01,11,1
1098,2021-02-01,12,1
1099,2021-02-01,13,1
1100,2021-02-01,14,1
1101,2021-02-01,15,1
1102,2021-02-01,16,1
1103,2021-02-01,17,1
1104,2021-02-01,18,1
1105,2021-02-01,19,1
1106,2021-02-01,20,1
1107,2021-02-01,21,1
1108,2021-02-01,22,1
1109,2021-02-01,23,1
1110,2021-02-01,24,1
1111,2021-02-01,25,1
1112,2021-02-01,26,1
1113,2021-02-01,27,1
1114,2021-02-01,28,1
1115,2021-02-01,29,1
1116,2021-02-01,30,1
1117,2021-02-01,31,1
1118,2021-02-01,32,1
1119,2021-02-01,33,1
1120,2021-02-01,34,1
1121,2021-02-01,35,1
1122,2021-02-01,37,1
1123,2021-02-01,39,1
1124,2021-02-01,40,1
1125,2021-02-01,41,1
1126,2021-02-01,42,1
1127,2021-02-01,43,1
1128,2021-02-01,44,1
1129,2021-03-01,1,6
1130,2021-03-01,2,6
1131,2021-03-01,3,5
1132,2021-03-01,4,6
1133,2021-03-01,5,6
1134,2021-03-01,6,5
1135,2021-03-01,7,4
1136,2021-03-01,8,4
1137,2021-03-01,9,4
1138,2021-03-01,10,1
1139,2021-03-01,11,3
1140,2021-03-01,12,2
1141,2021-03-01,13,4
1142,2021-03-01,14,5
1143,2021-03-01,15,5
1144,2021-03-01,16,5
1145,2021-03-01,17,6
1146,2021-03-01,18,5
1147,2021-03-01,19,5
1148,2021-03-01,20,4
1149,2021-03-01,21,3
1150,2021-03-01,22,3
1151,2021-03-01,23,1
1152,2021-03-01,24,3
1153,2021-03-01,25,6
1154,2021-03-01,26,4
1155,2021-03-01,27,5
1156,2021-03-01,28,5
1157,2021-03-01,29,4
1158,2021-03-01,30,3
1159,2021-03-01,31,3
1160,2021-03-01,32,4
1161,2021-03-01,33,1
1162,2021-03-01,34,2
1163,2021-03-01,35,1
1164,2021-03-01,36,2
1165,2021-03-01,37,3
1166,2021-03-01,38,3
1167,2021-03-01,39,3
1168,2021-03-01,40,3
1169,2021-03-01,41,3
1170,2021-03-01,42,3
1171,2021-03-01,43,4
1172,2021-04-01,1,6
1173,2021-04-01,2,3
1174,2021-04-01,3,5
1175,2021-04-01,4,4
1176,2021-04-01,5,4
1177,2021-04-01,6,4
1178,2021-04-01,7,2
1179,2021-04-01,8,3
1180,2021-04-01,9,2
1181,2021-04-01,10,3
1182,2021-04-01,11,4
1183,2021-04-01,12,4
1184,2021-04-01,13,4
1185,2021-04-01,14,5
1186,2021-04-01,15,5
1187,2021-04-01,16,4
1188,2021-04-01,17,5
1189,2021-04-01,18,5
1190,2021-04-01,19,3
1191,2021-04-01,20,2
1192,2021-04-01,21,2
1193,2021-04-01,22,3
1194,2021-04-01,23,3
1195,2021-04-01,24,3
1196,2021-04-01,25,3
1197,2021-04-01,26,4
1198,2021-04-01,27,3
1199,2021-04-01,28,4
1200,2021-04-01,29,3
1201,2021-04-01,30,2
1202,2021-04-01,31,2
1203,2021-04-01,32,2
1204,2021-04-01,33,2
1205,2021-04-01,34,3
1206,2021-04-01,35,4
1207,2021-04-01,36,2
1208,2021-04-01,37,4
1209,2021-04-01,38,3
1210,2021-04-01,39,4
1211,2021-04-01,40,3
1212,2021-04-01,41,3
1213,2021-04-01,42,4
1214,2021-05-01,1,8
1215,2021-05-01,2,7
1216,2021-05-01,3,8
1217,2021-05-01,4,6
1218,2021-05-01,5,5
1219,2021-05-01,6,4
1220,2021-05-01,7,4
1221,2021-05-01,8,3
1222,2021-05-01,9,4
1223,2021-05-01,10,3
1224,2021-05-01,11,5
1225,2021-05-01,12,5
1226,2021-05-01,13,4
1227,2021-05-01,14,5
1228,2021-05-01,15,5
1229,2021-05-01,16,6
1230,2021-05-01,17,5
1231,2021-05-01,18,3
1232,2021-05-01,19,2
1233,2021-05-01,20,3
1234,2021-05-01,21,2
1235,2021-05-01,22,4
1236,2021-05-01,23,2
1237,2021-05-01,24,4
1238,2021-05-01,25,2
1239,2021-05-01,26,3
1240,2021-05-01,27,3
1241,2021-05-01,28,3
1242,2021-05-01,29,2
1243,2021-05-01,30,4
1244,2021-05-01,31,3
1245,2021-05-01,32,2
1246,2021-05-01,33,2
1247,2021-05-01,34,3
1248,2021-05-01,35,3
1249,2021-05-01,36,2
1250,2021-05-01,37,2
1251,2021-05-01,38,3
1252,2021-05-01,39,1
1253,2021-05-01,40,2
1254,2021-05-01,41,2
1255,2021-06-01,1,7
1256,2021-06-01,2,6
1257,2021-06-01,3,5
1258,2021-06-01,4,4
1259,2021-06-01,5,4
1260,2021-06-01,6,2
1261,2021-06-01,7,3
1262,2021-06-01,8,3
1263,2021-06-01,9,4
1264,2021-06-01,10,4
1265,2021-06-01,11,3
1266,2021-06-01,12,3
1267,2021-06-01,13,4
1268,2021-06-01,14,4
1269,2021-06-01,15,3
1270,2021-06-01,16,3
1271,2021-06-01,17,4
1272,2021-06-01,18,3
1273,2021-06-01,19,3
1274,2021-06-01,20,1
1275,2021-06-01,21,4
1276,2021-06-01,22,1
1277,2021-06-01,23,2
1278,2021-06-01,24,2
1279,2021-06-01,25,2
1280,2021-06-01,26,4
1281,2021-06-01,27,4
1282,2021-06-01,28,4
1283,2021-06-01,29,1
1284,2021-06-01,30,1
1285,2021-06-01,31,1
1286,2021-06-01,32,1
1287,2021-06-01,33,2
1288,2021-06-01,34,2
1289,2021-06-01,35,3
1290,2021-06-01,36,1
1291,2021-06-01,37,3
1292,2021-06-01,38,3
1293,2021-06-01,39,1
1294,2021-07-01,1,2
1295,2021-07-01,2,2
1296,2021-07-01,3,2
1297,2021-07-01,4,2
1298,2021-07-01,8,1
1299,2021-07-01,9,1
1300,2021-07-01,10,1
1301,2021-07-01,11,1
1302,2021-07-01,12,2
1303,2021-07-01,13,2
1304,2021-07-01,17,2
1305,2021-07-01,18,1
1306,2021-07-01,19,2
1307,2021-07-01,20,1
1308,2021-07-01,22,1
1309,2021-07-01,23,1
1310,2021-07-01,24,1
1311,2021-07-01,25,1
1312,2021-07-01,26,1
1313,2021-07-01,27,1
1314,2021-07-01,35,1
1315,2021-07-01,36,1
1316,2021-07-01,37,1
1317,2021-07-01,38,1
1318,2021-07-01,39,1
1319,2021-08-01,1,3
1320,2021-08-01,2,1
1321,2021-08-01,3,2
1322,2021-08-01,4,2
1323,2021-08-01,5,1
1324,2021-08-01,6,1
1325,2021-08-01,7,2
1326,2021-08-01,8,2
1327,2021-08-01,9,2
1328,2021-08-01,10,2
1329,2021-08-01,11,3
1330,2021-08-01,12,2
1331,2021-08-01,13,1
1332,2021-08-01,14,2
1333,2021-08-01,15,1
1334,2021-08-01,16,1
1335,2021-09-01,1,1
1336,2021-09-01,13,1
1337,2021-09-01,14,1
1338,2021-10-01,1,4
1339,2021-10-01,2,3
1340,2021-10-01,3,2
1341,2021-10-01,4,2
1342,2021-10-01,5,2
1343,2021-10-01,6,2
1344,2021-10-01,7,3
1345,2021-10-01,8,2
1346,2021-10-01,9,2
1347,2021-10-01,10,2
1348,2021-10-01,11,2
1349,2021-10-01,12,2
1350,2021-10-01,13,2
1351,2021-10-01,14,2
1352,2021-10-01,15,2
1353,2021-10-01,16,2
1354,2021-10-01,17,2
1355,2021-10-01,18,2
1356,2021-10-01,19,2
1357,2021-10-01,20,2
1358,2021-10-01,21,2
1359,2021-10-01,22,2
1360,2021-10-01,23,2
1361,2021-10-01,24,2
1362,2021-10-01,25,2
1363,2021-10-01,26,2
1364,2021-10-01,27,2
1365,2021-10-01,28,2
1366,2021-10-01,29,2
1367,2021-10-01,30,2
1368,2021-10-01,31,2
1369,2021-10-01,32,1
1370,2021-10-01,33,1
1371,2021-10-01,34,1
1372,2021-10-01,35,1
1373,2021-10-01,36,2
1374,2021-11-01,1,7
1375,2021-11-01,2,5
1376,2021-11-01,3,3
1377,2021-11-01,4,4
1378,2021-11-01,5,4
1379,2021-11-01,6,3
1380,2021-11-01,7,3
1381,2021-11-01,8,3
1382,2021-11-01,9,3
1383,2021-11-01,10,4
1384,2021-11-01,11,3
1385,2021-11-01,12,3
1386,2021-11-01,13,2
1387,2021-11-01,14,2
1388,2021-11-01,15,2
1389,2021-11-01,16,2
1390,2021-11-01,18,1
1391,2021-11-01,19,2
1392,2021-11-01,20,2
1393,2021-11-01,21,2
1394,2021-11-01,22,2
1395,2021-11-01,23,2
1396,2021-11-01,24,2
1397,2021-11-01,25,1
1398,2021-11-01,26,1
1399,2021-11-01,27,2
1400,2021-11-01,34,1
1401,2021-12-01,1,5
1402,2021-12-01,2,4
1403,2021-12-01,3,4
1404,2021-12-01,4,4
1405,2021-12-01,5,4
1406,2021-12-01,6,4
1407,2021-12-01,7,4
1408,2021-12-01,8,4
1409,2021-12-01,9,4
1410,2021-12-01,10,4
1411,2021-12-01,11,4
1412,2021-12-01,12,4
1413,2021-12-01,13,4
1414,2021-12-01,14,4
1415,2021-12-01,15,4
1416,2021-12-01,16,3
1417,2021-12-01,17,3
1418,2021-12-01,18,3
1419,2021-12-01,19,3
1420,2021-12-01,20,3
1421,2021-12-01,21,3
1422,2021-12-01,22,3
1423,2021-12-01,23,3
1424,2021-12-01,24,3
1425,2021-12-01,25,3
1426,2021-12-01,26,3
1427,2021-12-01,27,3
1428,2021-12-01,28,3
1429,2021-12-01,29,3
1430,2021-12-01,30,3
1431,2021-12-01,31,3
1432,2021-12-01,32,3
1433,2021-12-01,33,3
1434,2021-12-01,34,3
1435,2022-01-01,1,2
1436,2022-01-01,2,1
1437,2022-01-01,3,1
1438,2022-01-01,10,1
1439,2022-01-01,11,1
1440,2022-01-01,13,1
1441,2022-01-01,14,1
1442,2022-01-01,18,1
1443,2022-01-01,19,1
1444,2022-01-01,23,1
1445,2022-01-01,26,1
1446,2022-02-01,1,7
1447,2022-02-01,2,4
1448,2022-02-01,3,5
1449,2022-02-01,4,4
1450,2022-02-01,5,3
1451,2022-02-01,6,5
1452,2022-02-01,7,5
1453,2022-02-01,8,2
1454,2022-02-01,9,5
1455,2022-02-01,10,2
1456,2022-02-01,11,2
1457,2022-02-01,13,1
1458,2022-02-01,14,1
1459,2022-02-01,16,1
1460,2022-02-01,20,1
1461,2022-02-01,23,1
1462,2022-02-01,30,1
1463,2022-03-01,1,6
1464,2022-03-01,2,3
1465,2022-03-01,3,2
1466,2022-03-01,4,3
1467,2022-03-01,5,3
1468,2022-03-01,6,3
1469,2022-03-01,7,3
1470,2022-03-01,8,3
1471,2022-03-01,9,5
1472,2022-03-01,10,3
1473,2022-03-01,11,5
1474,2022-03-01,12,3
1475,2022-03-01,13,3
1476,2022-03-01,14,3
1477,2022-03-01,15,1
1478,2022-03-01,16,3
1479,2022-03-01,17,3
1480,2022-03-01,18,2
1481,2022-03-01,19,3
1482,2022-03-01,20,1
1483,2022-03-01,21,3
1484,2022-03-01,22,2
1485,2022-03-01,23,2
1486,2022-03-01,24,2
1487,2022-03-01,25,2
1488,2022-03-01,26,1
1489,2022-03-01,27,1
1490,2022-03-01,28,1
1491,2022-03-01,29,2
1492,2022-03-01,30,2
1493,2022-03-01,31,2
1494,2022-04-01,1,7
1495,2022-04-01,2,7
1496,2022-04-01,3,6
1497,2022-04-01,4,5
1498,2022-04-01,5,6
1499,2022-04-01,6,5
1500,2022-04-01,7,5
1501,2022-04-01,8,6
1502,2022-04-01,9,4
1503,2022-04-01,10,5
1504,2022-04-01,11,6
1505,2022-04-01,12,4
1506,2022-04-01,13,3
1507,2022-04-01,14,3
1508,2022-04-01,15,4
1509,2022-04-01,16,3
1510,2022-04-01,17,6
1511,2022-04-01,18,5
1512,2022-04-01,19,5
1513,2022-04-01,20,3
1514,2022-04-01,21,3
1515,2022-04-01,22,3
1516,2022-04-01,23,4
1517,2022-04-01,24,4
1518,2022-04-01,25,5
1519,2022-04-01,26,4
1520,2022-04-01,27,4
1521,2022-04-01,28,5
1522,2022-04-01,29,4
1523,2022-04-01,30,2
1524,2022-05-01,1,4
1525,2022-05-01,2,4
1526,2022-05-01,3,4
1527,2022-05-01,4,2
1528,2022-05-01,5,1
1529,2022-05-01,6,2
1530,2022-05-01,7,2
1531,2022-05-01,8,3
1532,2022-05-01,9,3
1533,2022-05-01,10,2
1534,2022-05-01,11,2
1535,2022-05-01,12,1
1536,2022-05-01,13,3
1537,2022-05-01,14,3
1538,2022-05-01,15,2
1539,2022-05-01,16,2
1540,2022-05-01,17,1
1541,2022-05-01,18,2
1542,2022-05-01,19,1
1543,2022-05-01,23,1
1544,2022-05-01,24,2
1545,2022-05-01,25,1
1546,2022-05-01,26,2
1547,2022-05-01,27,1
1548,2022-05-01,29,1
1549,2022-06-01,1,6
1550,2022-06-01,2,5
1551,2022-06-01,3,3
1552,2022-06-01,4,2
1553,2022-06-01,5,5
1554,2022-06-01,6,3
1555,2022-06-01,7,3
1556,2022-06-01,8,2
1557,2022-06-01,9,3
1558,2022-06-01,10,1
1559,2022-06-01,11,2
1560,2022-06-01,12,3
1561,2022-06-01,13,4
1562,2022-06-01,14,3
1563,2022-06-01,15,4
1564,2022-06-01,16,2
1565,2022-06-01,17,3
1566,2022-06-01,18,2
1567,2022-06-01,19,2
1568,2022-06-01,20,2
1569,2022-06-01,21,2
1570,2022-06-01,22,2
1571,2022-06-01,23,2
1572,2022-06-01,24,1
1573,2022-06-01,25,3
1574,2022-06-01,26,3
1575,2022-06-01,27,3
1576,2022-06-01,28,2
1577,2022-07-01,1,3
1578,2022-07-01,2,2
1579,2022-07-01,3,2
1580,2022-07-01,4,2
1581,2022-07-01,5,2
1582,2022-07-01,6,2
1583,2022-07-01,7,2
1584,2022-07-01,8,1
1585,2022-07-01,9,1
1586,2022-07-01,10,1
1587,2022-07-01,11,1
1588,2022-07-01,12,2
1589,2022-07-01,13,2
1590,2022-07-01,14,2
1591,2022-07-01,15,1
1592,2022-07-01,16,1
1593,2022-07-01,17,2
1594,2022-07-01,22,2
1595,2022-07-01,23,2
1596,2022-07-01,24,1
1597,2022-07-01,27,2
1598,2022-08-01,1,2
1599,2022-08-01,2,2
1600,2022-08-01,3,2
1601,2022-08-01,4,2
1602,2022-08-01,5,2
1603,2022-08-01,6,2
1604,2022-08-01,7,2
1605,2022-08-01,8,2
1606,2022-08-01,9,2
1607,2022-08-01,10,2
1608,2022-08-01,11,2
1609,2022-08-01,12,2
1610,2022-08-01,13,2
1611,2022-08-01,14,2
1612,2022-08-01,15,2
1613,2022-08-01,16,2
1614,2022-08-01,17,2
1615,2022-08-01,18,2
1616,2022-08-01,19,2
1617,2022-08-01,20,2
1618,2022-08-01,21,1
1619,2022-08-01,22,1
1620,2022-08-01,23,1
1621,2022-08-01,24,1
1622,2022-08-01,25,1
1623,2022-08-01,26,1
1624,2022-09-01,1,1
1625,2022-09-01,6,1
1626,2022-09-01,7,1
1627,2022-10-01,1,2
1628,2022-10-01,2,1
1629,2022-10-01,3,1
1630,2022-10-01,4,1
1631,2022-10-01,5,1
1632,2022-10-01,6,1
1633,2022-10-01,7,1
1634,2022-10-01,8,1
1635,2022-10-01,11,1
1636,2022-10-01,12,1
1637,2022-10-01,23,1
1638,2022-10-01,24,1
1639,2022-11-01,1,2
1640,2022-11-01,2,1
1641,2022-11-01,3,2
1642,2022-11-01,4,2
1643,2022-11-01,5,2
1644,2022-11-01,6,2
1645,2022-11-01,7,2
1646,2022-11-01,8,2
1647,2022-11-01,9,2
1648,2022-11-01,10,2
1649,2022-11-01,11,2
1650,2022-11-01,12,2
1651,2022-11-01,13,1
1652,2022-11-01,14,1
1653,2022-11-01,15,1
1654,2022-11-01,16,2
1655,2022-11-01,17,1
1656,2022-11-01,18,1
1657,2022-11-01,19,1
1658,2022-11-01,20,1
1659,2022-11-01,21,1
1660,2022-11-01,22,1
1661,2022-12-01,1,1
1662,2022-12-01,2,1
1663,2022-12-01,3,1
1664,2022-12-01,4,1
1665,2022-12-01,5,1
1666,2022-12-01,11,1
1667,2022-12-01,12,1
1668,2022-12-01,14,1
1669,2023-01-01,1,3
1670,2023-01-01,2,3
1671,2023-01-01,3,1
1672,2023-01-01,4,2
1673,2023-01-01,5,3
1674,2023-01-01,6,1
1675,2023-01-01,7,2
1676,2023-01-01,8,2
1677,2023-01-01,9,1
1678,2023-01-01,10,1
1679,2023-01-01,12,1
1680,2023-01-01,13,2
1681,2023-01-01,15,1
1682,2023-01-01,16,1
1683,2023-01-01,17,1
1684,2023-01-01,18,1
1685,2023-01-01,19,1
1686,2023-01-01,20,1
1687,2023-01-01,21,1
1688,2023-02-01,1,2
1689,2023-02-01,2,1
1690,2023-02-01,4,1
1691,2023-02-01,5,1
1692,2023-02-01,6,1
1693,2023-02-01,7,1
1694,2023-02-01,8,1
1695,2023-02-01,10,1
1696,2023-02-01,11,1
1697,2023-02-01,13,1
1698,2023-02-01,14,1
1699,2023-02-01,15,1
1700,2023-02-01,16,1
1701,2023-02-01,17,1
1702,2023-02-01,18,1
1703,2023-02-01,19,1
1704,2023-02-01,20,1
1705,2023-03-01,1,2
1706,2023-03-01,2,1
1707,2023-03-01,3,1
1708,2023-03-01,14,1
1709,2023-03-01,15,1
1710,2023-03-01,16,1
1711,2023-03-01,17,1
1712,2023-03-01,18,1
1713,2023-03-01,19,1
1714,2023-04-01,1,2
1715,2023-04-01,2,2
1716,2023-04-01,3,1
1717,2023-04-01,4,2
1718,2023-04-01,5,2
1719,2023-04-01,6,1
1720,2023-04-01,7,1
1721,2023-04-01,9,1
1722,2023-04-01,11,1
1723,2023-04-01,12,1
1724,2023-04-01,13,1
1725,2023-04-01,14,1
1726,2023-04-01,15,1
1727,2023-05-01,1,4
1728,2023-05-01,2,3
1729,2023-05-01,3,3
1730,2023-05-01,4,3
1731,2023-05-01,5,1
1732,2023-05-01,8,1
1733,2023-05-01,9,2
1734,2023-05-01,10,1
1735,2023-05-01,11,2
1736,2023-05-01,12,1
1737,2023-05-01,13,1
1738,2023-05-01,14,2
1739,2023-05-01,15,2
1740,2023-05-01,16,1
1741,2023-05-01,17,1
1742,2023-06-01,1,1
1743,2023-06-01,9,1
1744,2023-06-01,12,1
1745,2023-07-01,1,1
1746,2023-07-01,2,1
1747,2023-07-01,3,1
1748,2023-07-01,6,1
1749,2023-08-01,1,2
1750,2023-08-01,2,2
1751,2023-08-01,4,2
1752,2023-08-01,6,1
1753,2023-08-01,7,1
1754,2023-08-01,8,1
1755,2023-08-01,11,1
1756,2023-08-01,12,1
1757,2023-08-01,14,1
